Date,Close,High,Low,Open,Volume,EMA_10,SMA_10,MACD,MACD_Signal,RSI,date,avg_sentiment,comment_count,dominant_sentiment
2024-03-01,82.24810791015625,82.26910374751212,79.40517391258761,79.96996422541928,479135000,82.24810791015625,,0.0,0.0,,2024-03-01,0.43414,10,positive
2024-03-04,85.20499420166016,87.66207143981877,83.68756644704014,84.09840760734,615616000,82.7857235995206,,0.2358769691228133,0.047175393824562664,,2024-03-04,0.2360972222222222,72,positive
2024-03-05,85.93576049804688,86.06872004565462,83.38960003379123,85.24198821051228,520639000,83.35845758107082,,0.4762875529721242,0.13299782565407497,,2024-03-05,0.282995,60,positive
2024-03-06,88.67086029052734,89.69452599594824,87.00141069166892,87.99308922719804,582520000,84.32434898279018,,0.8774002439582347,0.2818783093149069,,2024-03-06,0.3276659090909091,44,positive
2024-03-07,92.6385498046875,92.73651717702312,89.57255620841083,90.12837327546654,608119000,85.83602185949877,,1.498174305046092,0.525137508461144,,2024-03-07,0.2603103448275862,87,positive
2024-03-08,87.49925231933594,97.36801162259307,86.47758481062256,95.10675351305797,1142269000,86.13842739765097,,1.5574900884908942,0.7316080244670942,,2024-03-08,0.2497576923076923,78,positive
2024-03-11,85.74583435058594,88.7678366102768,84.13836070078284,86.40061803177863,678364000,86.06704684363913,,1.4463395955232698,0.8745543386783293,,2024-03-11,0.2476326086956521,46,positive
2024-03-12,91.8828125,91.92979413377265,86.12170491240781,88.02008324614344,668075000,87.12445878115928,,1.8323328839432236,1.0661100477313084,,2024-03-12,0.397115909090909,44,positive
2024-03-13,90.85813903808594,91.47393396528192,88.40594204784502,91.02508398682748,635713000,87.80330973696411,,2.0321276584335806,1.2593135698717628,,2024-03-13,0.1183840425531914,94,neutral
2024-03-14,87.91510772705078,90.61622350841212,86.57154750613068,89.54757446626068,602318000,87.82363664425259,87.85994186401368,1.930732147442498,1.3935972853859098,,2024-03-14,0.0367090909090909,44,neutral
2024-03-15,87.80813598632812,89.51657406692517,86.22866094849327,86.90143633231817,642086000,87.82081834281178,88.41594467163085,1.820755216238652,1.4790288715564583,,2024-03-15,0.1136249999999999,24,neutral
2024-03-18,88.42594909667969,92.37464868231102,87.05639632268333,90.35831286729302,668976000,87.9308421162423,88.73804016113282,1.7631258434290515,1.5358482659309771,,2024-03-18,0.2249577777777777,45,positive
2024-03-19,89.36863708496094,90.51425674084176,84.98207797118587,86.67151765212044,672171000,88.19225938328205,89.08132781982422,1.7730822046128765,1.5832950536673571,,2024-03-19,0.3394197183098592,71,positive
2024-03-20,90.34231567382812,90.38030520484318,88.19401951660328,89.76749997737916,479063000,88.58317870883587,89.2484733581543,1.8383490735455865,1.6343058576430032,63.4773219240033,2024-03-20,0.3233092105263158,76,positive
2024-03-21,91.40496063232422,92.61756721905256,90.37530021359188,92.26968196617383,480372000,89.09622996765192,89.12511444091797,1.95330363622422,1.6981054133592468,64.72558814284204,2024-03-21,0.3317405405405405,37,positive
2024-03-22,94.25802612304688,94.7468638928685,90.8041593115699,91.11105766429952,586719000,90.0347383595419,89.80099182128906,2.2487028497055945,1.8082249006285165,64.60740563836977,2024-03-22,0.324001923076923,52,positive
2024-03-25,94.97078704833984,96.7342074446901,93.47928046219188,93.91013861786188,552136000,90.93220175750517,90.72348709106446,2.5113731580154592,1.9488545521059053,64.58682892881117,2024-03-25,0.2286256756756756,74,positive
2024-03-26,92.53058624267578,96.34333614885402,92.47160751849904,95.8195062336972,513648000,91.22281711844528,90.78826446533203,2.4938894531566405,2.0578615323160525,56.29133999664728,2024-03-26,0.2535416666666666,36,positive
2024-03-27,90.22034454345705,93.20935991690288,89.09371596526927,93.08140362412708,586067000,91.04054937753833,90.72448501586913,2.267478216042889,2.09978486906142,45.83318982052005,2024-03-27,0.2628052631578947,38,positive
2024-03-28,90.3263168334961,91.2700069314821,89.163696917333,89.97043098866838,435212000,90.9106889149852,90.96560592651367,2.0727039170418777,2.0943686786575113,55.89361280473743,2024-03-28,0.2890266666666666,30,positive
2024-04-01,90.33331298828124,92.1947007975338,89.17469715880289,90.26933865065378,452441000,90.8057114737663,91.21812362670899,1.8970405108895534,2.0549030451039196,60.31463505174728,2024-04-01,0.0542655172413793,29,positive
2024-04-02,89.42261505126953,90.06440242112468,87.59121620163441,88.41893947358703,433064000,90.5542393969487,91.31779022216797,1.6651455223659752,1.9769515405563307,42.76898969064765,2024-04-02,0.2678322580645161,31,positive
2024-04-03,88.93477630615234,90.3443168469122,88.3709661913593,88.45493823513225,370067000,90.25979156225844,91.2744041442871,1.4255694859080563,1.866675129626676,44.162642710174616,2024-04-03,0.28336875,16,positive
2024-04-04,85.87677001953125,90.60421995433492,85.85177670926352,90.37629042203368,434965000,89.46287855448985,90.82784957885742,0.977678135495097,1.6888757308003601,43.85657108141952,2024-04-04,-0.0061153846153846,39,positive
2024-04-05,87.97909545898438,88.45193966671309,85.89777859630549,86.8374646504957,399678000,89.19309980985248,90.48526306152344,0.7833313503074635,1.5077668547017808,50.45994111571435,2024-04-05,-0.0909083333333333,24,negative
2024-04-08,87.10437774658203,88.80081883400379,86.70350850941023,88.67085666122206,283220000,88.81333216198512,89.76989822387695,0.5523604463898408,1.316685573039393,46.4929866211107,2024-04-08,-0.0230933333333333,15,neutral
2024-04-09,85.3259506225586,87.60620698800746,82.99472376686872,87.41326961083752,503547000,88.17926279118029,88.80541458129883,0.2232368001346572,1.097995818458446,39.7276807852421,2024-04-09,0.3035541666666667,48,positive
2024-04-10,87.01040649414062,87.3712879556285,83.68149867040677,83.89843024698811,431929000,87.9667434644458,88.2533966064453,0.09720493256651253,0.8978376412800593,41.828890164507364,2024-04-10,0.2096,20,positive
2024-04-11,90.58623504638672,90.70919574606371,86.89745219051976,87.39128560717941,431637000,88.44301466116232,88.28998565673828,0.2826055483824206,0.7747912227005316,48.21250936953443,2024-04-11,0.2483625,24,positive
2024-04-12,88.15703582763672,90.1453886602286,87.50125303417155,89.66953943111257,426805000,88.39101850961221,88.07305755615235,0.23085959120534483,0.6660048964014942,36.42877435388648,2024-04-12,0.2620523809523809,63,positive
2024-04-15,85.97274780273438,90.58323225547264,85.9007728583494,89.06873054875433,443077000,87.9513329265435,87.63700103759766,0.013441809764373147,0.5354922790740699,31.214318640335676,2024-04-15,0.1061307692307692,13,neutral
2024-04-16,87.38628387451172,88.08904823109181,86.03572977127556,86.40460421758179,370453000,87.84859673526499,87.43336791992188,-0.04429222763037899,0.41953537773318017,38.778939072099114,2024-04-16,0.2477641509433962,53,positive
2024-04-17,84.00739288330078,88.7458333599475,83.92241409948026,88.3109710984958,495400000,87.15019603490786,86.94062957763671,-0.35856185477264546,0.26391593123201507,37.051592394767816,2024-04-17,0.0945423076923076,26,neutral
2024-04-18,84.6431884765625,86.16169439997329,82.37493650827429,84.94209387359811,447260000,86.69437647884507,86.81727142333985,-0.5499795853530287,0.10113682791500633,38.41171344146591,2024-04-18,0.1041130434782608,23,positive
2024-04-19,76.17496490478516,84.29629668319684,75.58116589392048,83.12268637450086,875198000,84.78175619265235,85.63685836791993,-1.3692109744640248,-0.1929327325607999,28.536400367611094,2024-04-19,0.216947619047619,42,neutral
2024-04-22,79.49187469482422,80.04669267273574,76.37490279505329,78.07833775408314,596341000,83.81995955668359,84.87560806274413,-1.7308585926593878,-0.5005179045805175,35.968949865407154,2024-04-22,0.2083894736842105,38,positive
2024-04-23,82.39591979980469,82.7418068067518,80.23763246823718,80.74246382535908,438559000,83.56104323725106,84.58260498046874,-1.7628141416440997,-0.752977151993234,41.35178262693762,2024-04-23,0.2136640449438202,89,positive
2024-04-24,79.65083312988281,84.0543851474842,79.15699208262093,83.92242471814481,512208000,82.85009594500228,83.84664764404297,-1.9867427631883317,-0.9997302742322536,41.696919649434406,2024-04-24,0.1248833333333333,36,positive
2024-04-25,82.6048583984375,83.29562566305763,78.19730258611348,78.84208734175279,424641000,82.80550730017231,83.04850997924805,-1.9038957328532433,-1.1805633659564516,42.99197134756007,2024-04-25,0.1994242424242424,33,positive
2024-04-26,87.70618438720703,88.30198930446801,83.3596128981717,83.79047109382074,551011000,83.69653949781498,83.00342483520508,-1.4103468896649076,-1.226520070698143,50.70684297117788,2024-04-26,0.3080130434782608,23,positive
2024-04-29,87.7281723022461,87.96308807915567,85.23798574736955,87.56622296271497,388971000,84.42956364407517,83.17896728515625,-1.0058369721248965,-1.1823834509834938,52.9429182431321,2024-04-29,0.29169,30,positive
2024-04-30,86.37361907958984,88.78982495986544,86.27165520822136,87.21134125053536,363709000,84.7830282687142,83.07770080566407,-0.7855062456929005,-1.1030080099253752,49.21352608862067,2024-04-30,0.3653679999999999,25,positive
2024-05-01,83.01371765136719,85.9717451202874,81.22830132116862,85.04905184528752,559863000,84.46133542919655,82.9783332824707,-0.871957143808757,-1.0567978367020516,40.59729703255622,2024-05-01,0.0895999999999999,51,neutral
2024-05-02,85.78881072998047,86.20867093085921,83.17266601309362,84.42125626969049,377898000,84.70269457479363,83.0928955078125,-0.7083775489524982,-0.9871137791521409,47.08444777069322,2024-05-02,0.2192277777777778,18,neutral
2024-05-03,88.75983428955078,89.25166943381491,87.01140828668458,87.76016278941914,398341000,85.4403563411131,84.35138244628907,-0.33513949069252646,-0.8567189214602181,53.366014101712864,2024-05-03,0.4077205128205128,39,positive
2024-05-06,92.10972595214844,92.18970149787158,89.02574047227303,89.36062948973989,376203000,86.65296899766497,85.61316757202148,0.228330567817423,-0.63970902360469,55.449695303099254,2024-05-06,0.2419619047619047,21,positive
2024-05-07,90.52424621582033,91.75084041902228,88.98175395384375,91.06806618454974,437342000,87.35683758278412,86.42600021362304,0.5407166396173864,-0.40362389096027473,57.84343883541541,2024-05-07,0.2469625,32,positive
2024-05-08,90.38230895996094,91.16404981267716,89.39063036492911,89.45361321300157,325721000,87.90692328772536,87.49914779663087,0.7679789188836423,-0.16930332899149134,56.99049036528253,2024-05-08,0.1955425,40,neutral
2024-05-09,88.71784973144531,91.04208295679378,88.20202038816478,90.4992620554592,378013000,88.0543644593108,88.11044692993164,0.8045041403202617,0.025458164870859307,68.31306928244652,2024-05-09,0.4112705882352941,34,positive
2024-05-10,89.84848022460938,91.37098265790202,89.19769305265027,90.27534193987526,335325000,88.38056732572872,88.32467651367188,0.9141453743441303,0.20319560676551351,66.15219313223523,2024-05-10,0.2206611111111111,18,positive
2024-05-13,90.36930847167967,90.96811074029578,88.49991996993283,90.44827727503778,289680000,88.74215662499253,88.58879013061524,1.0311765674414346,0.3687917989006978,63.433967774560735,2024-05-13,0.2944769230769231,39,positive
2024-05-14,91.32599639892578,91.62089767401248,88.90478722070216,89.56956971282393,296507000,89.21194567479859,89.08402786254882,1.1874333588798578,0.5325201108965298,70.93236612022008,2024-05-14,0.2063860465116279,43,positive
2024-05-15,94.59890747070312,94.83083350687552,91.5689050462718,92.44161932872312,417735000,90.19139327405395,90.24254684448242,1.5574116899904311,0.7374984267153102,71.2609849314735,2024-05-15,0.1438515151515151,33,positive
2024-05-16,94.3280029296875,95.78752238437566,94.07208269713682,94.87882442022668,323952000,90.94350412053277,91.09646606445312,1.8079218528024228,0.9515831119327327,64.16353647563281,2024-05-16,0.1919222222222222,27,positive
2024-05-17,92.4486083984375,94.70886703782736,91.77583301886033,94.33799437588382,359691000,91.21715944378816,91.4653434753418,1.833664190372474,1.127999327620681,59.353437758792246,2024-05-17,0.228502,50,positive
2024-05-20,94.74886322021484,95.16872341830162,93.40930707577944,93.71920279909754,318764000,91.85928740313847,91.72925720214843,2.016432341597664,1.3056859304160777,65.99586872476603,2024-05-20,0.3333311111111111,45,positive
2024-05-21,95.35466766357422,95.36866300361464,93.14939104451076,93.56825212335475,328946000,92.49481108685404,92.21229934692383,2.1849737565110416,1.4815434956350706,76.34107075916143,2024-05-21,0.2526872340425532,94,positive
2024-05-22,94.91880798339844,95.98845620709116,93.21837032400497,95.42764347286976,548648000,92.93553779531665,92.66594924926758,2.257352454602824,1.6367052874286214,71.6493601365949,2024-05-22,0.2220715328467153,137,positive
2024-05-23,103.7649154663086,106.28508365177812,101.48665694608556,101.99449335003398,835065000,94.90451555367882,94.1706558227539,2.9940069892988674,1.9081656278026706,77.82722649392221,2024-05-23,0.2904286666666666,150,positive
2024-05-24,106.4340362548828,106.44003098960508,102.96617374072068,104.4146953725992,429494000,97.00079204480681,95.82921142578125,3.7499595567185082,2.2765244135858382,77.25285967516899,2024-05-24,0.3350235668789809,157,positive
2024-05-28,113.86358642578124,114.90124747385036,109.84690852832622,110.2077900069521,652728000,100.06675465952944,98.1786392211914,4.892166173808775,2.7996527656304258,86.32644249677477,2024-05-28,0.2557779816513761,109,positive
2024-05-29,114.78727722167967,115.45405793078952,110.86457027293942,113.01286640628572,557442000,102.7432133071931,100.5247673034668,5.804990952412041,3.400720402986749,87.08262444349539,2024-05-29,0.3089608108108108,148,positive
2024-05-30,110.46369934082033,115.78095222554882,109.62697631949284,114.612337538274,487350000,104.14693804057987,102.11124649047852,6.109112518344176,3.942398826058235,80.57170278645746,2024-05-30,0.1904323529411764,102,positive
2024-05-31,109.59698486328124,112.67997129263831,106.904868817121,112.4830297906596,613263000,105.13785564470739,103.6381446838379,6.208625268164326,4.395644114479453,77.97127139549247,2024-05-31,0.1422283783783783,74,positive
2024-06-03,114.96222686767578,114.96222686767578,111.96620962094242,113.58368201334557,438392000,106.92410495797436,105.88950653076172,6.643834046657005,4.845282100914964,80.62948772451807,2024-06-03,0.1930785714285714,70,positive
2024-06-04,116.39875030517578,116.56169877793198,114.00753771578134,115.6779940883536,403324000,108.64676774837461,108.05449523925782,7.023690839103892,5.28096384855275,80.85827565134727,2024-06-04,0.2807449275362319,69,positive
2024-06-05,122.39978790283205,122.40878000462286,117.42942079845784,118.33212409256934,528402000,111.14731686736687,110.75900726318359,7.719972626285809,5.768765604099362,82.06280828379647,2024-06-05,0.3189700680272108,147,positive
2024-06-06,120.95825958251952,125.54574922421772,118.2811377621336,124.00725324087745,664696000,112.93112463375826,113.3629524230957,8.062521936830365,6.227516870645562,79.90523488824262,2024-06-06,0.220114465408805,159,positive
2024-06-07,120.84829711914062,121.6520339148132,117.98324108710489,119.73066046106749,412386000,114.37061054019142,115.0712905883789,8.230248500015037,6.628063196519458,83.21214565362473,2024-06-07,0.2989,92,positive
2024-06-10,121.74999237060548,123.05955958930453,116.9715638416941,120.33046067723372,314162700,115.71231632753943,116.60288619995117,8.339796300347643,6.970409817285095,82.64442684923702,2024-06-10,0.2311793103448275,145,positive
2024-06-11,120.88021087646484,122.83972700807324,118.7107397776175,121.739991951163,222551200,116.65193351825313,117.30454864501954,8.261199656627241,7.228567785153524,80.66470794835374,2024-06-11,0.2454879746835443,158,positive
2024-06-12,125.16915130615234,126.84873770805828,122.53980200765416,123.02967915018486,299595000,118.20051857059843,118.3427360534668,8.447614062272905,7.472377040577401,83.26152765154899,2024-06-12,0.3557983050847457,177,positive
2024-06-13,129.5780792236328,129.7680348697194,127.128685680218,129.35813218658845,260704500,120.26916596205922,120.25417404174804,8.849105478207136,7.747722728103349,81.4516271469603,2024-06-13,0.2068809523809524,84,positive
2024-06-14,131.84751892089844,132.80727390157034,128.28839829543193,129.92799370452428,309320400,122.37432104548452,122.47922744750977,9.24385769755905,8.046949721994489,81.26919476516812,2024-06-14,0.1970739130434782,69,positive
2024-06-17,130.94773864746094,133.69706139159663,129.54808953427707,132.9572533982128,288504400,123.93312424584387,124.07777862548828,9.376016050480118,8.312762987691615,75.04505137288128,2024-06-17,0.1795676767676767,99,positive
2024-06-18,135.54660034179688,136.29641557179684,130.6578056523983,131.10769173939232,294335100,126.04466535419895,125.9925636291504,9.739570495758699,8.598124489305032,77.47249485275526,2024-06-18,0.2692484848484848,132,positive
2024-06-20,130.74778747558594,140.72532511567726,129.48810330722768,139.76557010788932,517768400,126.8997784671784,126.82736358642578,9.530603060472828,8.78462020353859,76.5101245320028,2024-06-20,0.2045274193548387,124,positive
2024-06-21,126.53881072998048,130.5978154647857,124.26937345205326,127.08867825178736,655484700,126.83414796950605,127.38541870117187,8.922512445594052,8.812198651949684,70.36301123276512,2024-06-21,0.3501317204301075,186,positive
2024-06-24,118.08090209960938,124.42933613805307,118.01091965046172,123.20963548646723,476060900,125.24264872043392,127.10867919921876,7.669702159199645,8.583699353399677,53.48906168139295,2024-06-24,0.3283709219858156,141,positive
2024-06-25,126.05892944335938,126.46883208603109,119.2906008372332,121.17013488438512,425787500,125.39106339732945,127.53957290649414,7.237175458999488,8.314394574519639,59.42756698471147,2024-06-25,0.201578064516129,155,positive
2024-06-26,126.36885833740234,128.08842814640124,122.56979155312732,126.09892059020918,362975900,125.56884429552451,128.08843765258788,6.840550002139551,8.019625660043621,54.357538736171854,2024-06-26,0.3761856,125,positive
2024-06-27,123.95944213867188,126.37885155800387,122.88970613137968,124.06941564080124,252571700,125.2762257215513,127.96746673583985,6.259644434591138,7.667629414953124,53.22635226851267,2024-06-27,0.205858064516129,62,positive
2024-06-28,123.50955963134766,127.67853027804634,122.71975337861936,124.54930428199576,315516700,124.95501370515063,127.36061477661133,5.697295947356793,7.2735627214338585,52.84017175036433,2024-06-28,0.1870617283950617,81,positive
2024-07-01,124.2693862915039,124.80924657003756,118.8007324055703,123.43958890104815,284885500,124.83035417539668,126.60280151367188,5.252396029138836,6.869329382974855,52.696932366226505,2024-07-01,0.2317075757575757,66,positive
2024-07-02,122.6397705078125,123.37959365292392,121.00017523772506,121.10014907077634,218374000,124.43206623583592,125.77200469970703,4.7139735118457935,6.438258208749043,51.8534031548252,2024-07-02,0.2048288461538461,52,positive
2024-07-03,128.24839782714844,128.24839782714844,121.33010435521813,121.63003350315482,215749000,125.12594470698363,125.04218444824218,4.685823878337089,6.087771342666652,53.15573959555855,2024-07-03,0.1153163265306122,98,positive
2024-07-05,125.79899597167967,128.81825608276085,125.64903140778242,127.34860945857926,214176700,125.24831766420108,124.54730529785157,4.414975739643751,5.753212222062072,45.96497567737269,2024-07-05,0.3275296875,64,positive
2024-07-08,128.16839599609375,130.73776982046533,127.0086858992603,127.4585719244731,237677300,125.77924099727247,124.71026382446288,4.341471635895445,5.470864104828747,46.08007337984279,2024-07-08,0.3067252631578947,95,positive
2024-07-09,131.34764099121094,133.78704236722226,128.61830251041144,130.3178959397844,285366600,126.79167735980673,126.03693771362305,4.488022475749915,5.274295779012981,50.40633931503421,2024-07-09,0.2109088709677419,124,positive
2024-07-10,134.87677001953125,135.0667256558596,132.38737791270125,133.99698191654937,248978600,128.26169420702936,126.91872177124023,4.83322191691785,5.186081006593954,49.30426320652596,2024-07-10,0.2126039215686274,102,positive
2024-07-11,127.36861419677734,136.1164508461357,127.0187019512054,135.71655549549055,374782700,128.09931602334717,127.01869735717773,4.44965666226372,5.038796137727908,46.67715177707467,2024-07-11,0.293575,156,positive
2024-07-12,129.2081756591797,131.8875082938102,127.1886688828338,128.2284060345482,252680500,128.3009268662258,127.54357070922852,4.245179879552396,4.8800728860928055,52.75316428304446,2024-07-12,0.2596378378378378,111,positive
